JCOMMOPS WMO-PLATFORM cross reference list as of 2012-09-08 for WMO number still allocated in the last 6 months (with WMO Ids that are numerical)

WMO;TELECOM ID;TELECOM SYSTEM;PTFM NAME;PTFM FAMILY;PTFM TYPE;CONTACT NAME;EMAIL;PROGRAM;ROLE;AGENCY;COUNTRY;ALLOC_DATE;DEALLOC_DATE;ARGOS_PROG
4900440;40371;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2003-09-01;3000-01-01;13281
4900441;40349;ARGOS;SOLO_TS9;FLOAT;PFLOAT;;;;;WHOI;USA;2003-10-01;3000-01-01;9989
4900442;40350;ARGOS;SOLO_TS9;FLOAT;PFLOAT;;;;;WHOI;USA;2003-10-01;3000-01-01;13281
4900443;40351;ARGOS;SOLO_TS9;FLOAT;PFLOAT;;;;;WHOI;USA;2003-10-01;3000-01-01;13281
4900444;40363;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2003-10-01;3000-01-01;13281
4900445;40367;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2003-10-01;3000-01-01;13281
4900446;40369;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2003-10-01;3000-01-01;13281
4900447;27461;ARGOS;APEX_TS18;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-04-01;3000-01-01;15281
4900448;27463;ARGOS;APEX_TS18;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-04-01;3000-01-01;9990
4900449;27530;ARGOS;APEX_TS18;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-04-01;3000-01-01;15281
4900450;27615;ARGOS;APEX_TS18;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-04-01;3000-01-01;9989
4900451;27616;ARGOS;APEX_TS18;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-01-01;3000-01-01;9989
4900452;27617;ARGOS;APEX_TS18;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-01-01;3000-01-01;15281
4900453;27618;ARGOS;APEX_TS18;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-04-01;3000-01-01;15281
4900454;27619;ARGOS;APEX_TS18;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-01-01;3000-01-01;15281
4900455;40693;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2003-12-01;3000-01-01;13281
4900456;40695;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2003-12-01;3000-01-01;9989
4900457;40692;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2003-12-01;3000-01-01;13281
4900458;40353;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2003-12-01;3000-01-01;13281
4900459;40694;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2003-12-01;3000-01-01;13281
4900460;40691;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-01-01;3000-01-01;13281
4900461;40699;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-01-01;3000-01-01;13281
4900462;40696;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2003-11-01;3000-01-01;13281
4900463;40697;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2003-11-01;3000-01-01;13281
4900464;40698;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2003-11-01;3000-01-01;13281
4900465;42766;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-03-01;3000-01-01;13281
4900466;42767;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-03-01;3000-01-01;13281
4900467;54089;ARGOS;APEX_TS22;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-04-01;3000-01-01;15281
4900468;27438;ARGOS;APEX_TS18;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-03-01;3000-01-01;15281
4900469;42782;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-03-01;3000-01-01;13281
4900470;42783;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-03-01;3000-01-01;13281
4900471;42784;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-03-01;3000-01-01;13281
4900472;55844;ARGOS;ARGOS:55844;FLOAT;PFLOAT;;;;;UW;USA;2007-02-01;3000-01-01;12281
4900473;67212;ARGOS;ARGOS:67212;FLOAT;PFLOAT;;;;;UW;USA;2007-02-01;3000-01-01;12281
4900474;16922;ARGOS;ARGOS:16922;FLOAT;PFLOAT;;;;;UW;USA;2007-02-01;3000-01-01;12281
4900475;16964;ARGOS;ARGOS:16964;FLOAT;PFLOAT;;;;;UW;USA;2007-03-02;3000-01-01;12281
4900476;2822;ARGOS;ARGOS:02822;FLOAT;PFLOAT;;;;;UW;USA;2007-02-01;3000-01-01;12281
4900477;2824;ARGOS;ARGOS:02824;FLOAT;PFLOAT;;;;;UW;USA;2007-02-22;3000-01-01;12281
4900478;5062;IRIDIUM;;FLOAT;PFLOAT;;;;;UW;USA;2007-02-01;3000-01-01;
4900479;5058;IRIDIUM;;FLOAT;PFLOAT;;;;;UW;USA;2007-02-01;3000-01-01;
4900480;5068;IRIDIUM;;FLOAT;PFLOAT;;;;;UW;USA;2007-01-01;3000-01-01;
4900481;5069;IRIDIUM;;FLOAT;PFLOAT;;;;;UW;USA;2007-01-01;3000-01-01;
4900482;16687;ARGOS;ARGOS:16687;FLOAT;PFLOAT;;;;;UW;USA;2007-02-01;3000-01-01;12281
4900483;17387;ARGOS;ARGOS:17387;FLOAT;PFLOAT;;;;;UW;USA;2007-02-01;3000-01-01;12281
4900484;2833;ARGOS;ARGOS:02833;FLOAT;PFLOAT;;;;;UW;USA;2007-02-01;3000-01-01;12281
4900485;16696;ARGOS;ARGOS:16696;FLOAT;PFLOAT;;;;;UW;USA;2007-02-01;3000-01-01;12281
4900486;67213;ARGOS;ARGOS:67213;FLOAT;PFLOAT;;;;;UW;USA;2007-03-01;3000-01-01;12281
4900487;18421;ARGOS;ARGOS:18421;FLOAT;PFLOAT;;;;;UW;USA;2007-03-01;3000-01-01;12281
4900488;67215;ARGOS;ARGOS:67215;FLOAT;PFLOAT;;;;;UW;USA;2007-03-01;3000-01-01;12281
4900489;41356;ARGOS;ARGOS:41356;FLOAT;PFLOAT;;;;;UW;USA;2005-07-01;3000-01-01;12281
4900490;47696;ARGOS;ARGOS:47696;FLOAT;PFLOAT;;;;;;;2004-06-01;3000-01-01;2442
4900490;47696;ARGOS;ARGOS:47696;FLOAT;PFLOAT;;;;;;;2004-06-01;3000-01-01;2442
4900491;47697;ARGOS;ARGOS:47697;FLOAT;PFLOAT;;;;;;;2005-02-01;3000-01-01;2442
4900491;47697;ARGOS;ARGOS:47697;FLOAT;PFLOAT;;;;;;;2005-02-01;3000-01-01;2442
4900492;47698;ARGOS;ARGOS:47698;FLOAT;PFLOAT;;;;;;;2004-07-01;3000-01-01;2442
4900492;47698;ARGOS;ARGOS:47698;FLOAT;PFLOAT;;;;;;;2004-07-01;3000-01-01;2442
4900493;47699;ARGOS;ARGOS:47699;FLOAT;PFLOAT;;;;;;;2004-07-01;3000-01-01;2442
4900493;47699;ARGOS;ARGOS:47699;FLOAT;PFLOAT;;;;;;;2004-07-01;3000-01-01;2442
4900494;47700;ARGOS;ARGOS:47700;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900494;47700;ARGOS;ARGOS:47700;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900495;47701;ARGOS;ARGOS:47701;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900495;47701;ARGOS;ARGOS:47701;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900496;47702;ARGOS;ARGOS:47702;FLOAT;PFLOAT;;;;;;;2006-08-01;3000-01-01;2442
4900496;47702;ARGOS;ARGOS:47702;FLOAT;PFLOAT;;;;;;;2006-08-01;3000-01-01;2442
4900497;47703;ARGOS;ARGOS:47703;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;9990
4900497;47703;ARGOS;ARGOS:47703;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;9990
4900498;47704;ARGOS;ARGOS:47704;FLOAT;PFLOAT;;;;;;;2004-04-01;3000-01-01;9989
4900498;47704;ARGOS;ARGOS:47704;FLOAT;PFLOAT;;;;;;;2004-04-01;3000-01-01;9989
4900499;48866;ARGOS;ARGOS:48866;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900499;48866;ARGOS;ARGOS:48866;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900500;48867;ARGOS;ARGOS:48867;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900500;48867;ARGOS;ARGOS:48867;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900501;48868;ARGOS;ARGOS:48868;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900501;48868;ARGOS;ARGOS:48868;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900502;48869;ARGOS;ARGOS:48869;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900502;48869;ARGOS;ARGOS:48869;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900503;48870;ARGOS;ARGOS:48870;FLOAT;PFLOAT;;;;;;;2006-08-01;3000-01-01;2442
4900503;48870;ARGOS;ARGOS:48870;FLOAT;PFLOAT;;;;;;;2006-08-01;3000-01-01;2442
4900504;48871;ARGOS;ARGOS:48871;FLOAT;PFLOAT;;;;;;;2005-12-01;3000-01-01;2442
4900504;48871;ARGOS;ARGOS:48871;FLOAT;PFLOAT;;;;;;;2005-12-01;3000-01-01;2442
4900505;48872;ARGOS;ARGOS:48872;FLOAT;PFLOAT;;;;;;;2005-11-01;3000-01-01;2442
4900505;48872;ARGOS;ARGOS:48872;FLOAT;PFLOAT;;;;;;;2005-11-01;3000-01-01;2442
4900506;48873;ARGOS;ARGOS:48873;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900506;48873;ARGOS;ARGOS:48873;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900507;48874;ARGOS;ARGOS:48874;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900507;48874;ARGOS;ARGOS:48874;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900508;48875;ARGOS;ARGOS:48875;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900508;48875;ARGOS;ARGOS:48875;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900509;48876;ARGOS;ARGOS:48876;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900509;48876;ARGOS;ARGOS:48876;FLOAT;PFLOAT;;;;;;;2005-09-01;3000-01-01;2442
4900510;25262;ARGOS;ARGOS:25262;FLOAT;PFLOAT;;;;;INCOIS;IND;2005-09-01;3000-01-01;2602
4900510;25262;ARGOS;ARGOS:25262;FLOAT;PFLOAT;;;;;INCOIS;IND;2005-09-01;3000-01-01;2602
4900511;25264;ARGOS;ARGOS:25264;FLOAT;PFLOAT;;;;;INCOIS;IND;2005-09-01;3000-01-01;2602
4900511;25264;ARGOS;ARGOS:25264;FLOAT;PFLOAT;;;;;INCOIS;IND;2005-09-01;3000-01-01;2602
4900512;48879;ARGOS;ARGOS:48879;FLOAT;PFLOAT;;;;;SHOA;CHL;2005-05-01;3000-01-01;2442
4900513;48880;ARGOS;ARGOS:48880;FLOAT;PFLOAT;;;;;SHOA;CHL;2005-05-01;3000-01-01;2442
4900514;48881;ARGOS;ARGOS:48881;FLOAT;PFLOAT;;;;;;;2005-05-01;3000-01-01;2442
4900514;48881;ARGOS;ARGOS:48881;FLOAT;PFLOAT;;;;;;;2005-05-01;3000-01-01;2442
4900515;48882;ARGOS;ARGOS:48882;FLOAT;PFLOAT;;;;;;;2005-06-01;3000-01-01;2442
4900515;48882;ARGOS;ARGOS:48882;FLOAT;PFLOAT;;;;;;;2005-06-01;3000-01-01;2442
4900516;48883;ARGOS;ARGOS:48883;FLOAT;PFLOAT;;;;;;;2004-07-01;3000-01-01;2442
4900516;48883;ARGOS;ARGOS:48883;FLOAT;PFLOAT;;;;;;;2004-07-01;3000-01-01;2442
4900517;48884;ARGOS;ARGOS:48884;FLOAT;PFLOAT;;;;;;;2004-07-01;3000-01-01;9989
4900517;48884;ARGOS;ARGOS:48884;FLOAT;PFLOAT;;;;;;;2004-07-01;3000-01-01;9989
4900518;48885;ARGOS;ARGOS:48885;FLOAT;PFLOAT;;;;;;;2004-08-01;3000-01-01;2442
4900518;48885;ARGOS;ARGOS:48885;FLOAT;PFLOAT;;;;;;;2004-08-01;3000-01-01;2442
4900519;48886;ARGOS;ARGOS:48886;FLOAT;PFLOAT;;;;;;;2004-07-01;3000-01-01;2442
4900519;48886;ARGOS;ARGOS:48886;FLOAT;PFLOAT;;;;;;;2004-07-01;3000-01-01;2442
4900520;48887;ARGOS;ARGOS:48887;FLOAT;PFLOAT;;;;;;;2005-07-01;3000-01-01;2442
4900520;48887;ARGOS;ARGOS:48887;FLOAT;PFLOAT;;;;;;;2005-07-01;3000-01-01;2442
4900521;48888;ARGOS;ARGOS:48888;FLOAT;PFLOAT;;;;;;;2005-07-01;3000-01-01;2442
4900521;48888;ARGOS;ARGOS:48888;FLOAT;PFLOAT;;;;;;;2005-07-01;3000-01-01;2442
4900522;48889;ARGOS;ARGOS:48889;FLOAT;PFLOAT;;;;;;;2006-06-01;3000-01-01;2442
4900522;48889;ARGOS;ARGOS:48889;FLOAT;PFLOAT;;;;;;;2006-06-01;3000-01-01;2442
4900523;48890;ARGOS;ARGOS:48890;FLOAT;PFLOAT;;;;;;;2004-08-01;3000-01-01;2442
4900523;48890;ARGOS;ARGOS:48890;FLOAT;PFLOAT;;;;;;;2004-08-01;3000-01-01;2442
4900524;48891;ARGOS;ARGOS:48891;FLOAT;PFLOAT;;;;;;;2004-06-01;3000-01-01;2442
4900524;48891;ARGOS;ARGOS:48891;FLOAT;PFLOAT;;;;;;;2004-06-01;3000-01-01;2442
4900525;48892;ARGOS;ARGOS:48892;FLOAT;PFLOAT;;;;;;;2004-10-01;3000-01-01;2442
4900525;48892;ARGOS;ARGOS:48892;FLOAT;PFLOAT;;;;;;;2004-10-01;3000-01-01;2442
4900527;48894;ARGOS;ARGOS:48894;FLOAT;PFLOAT;;;;;;;2004-11-01;3000-01-01;9989
4900527;48894;ARGOS;ARGOS:48894;FLOAT;PFLOAT;;;;;;;2004-11-01;3000-01-01;9989
4900528;48895;ARGOS;ARGOS:48895;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900528;48895;ARGOS;ARGOS:48895;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900529;48896;ARGOS;ARGOS:48896;FLOAT;PFLOAT;;;;;;;2005-05-01;3000-01-01;9989
4900529;48896;ARGOS;ARGOS:48896;FLOAT;PFLOAT;;;;;;;2005-05-01;3000-01-01;9989
4900531;48898;ARGOS;ARGOS:48898;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900531;48898;ARGOS;ARGOS:48898;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900532;48899;ARGOS;ARGOS:48899;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900532;48899;ARGOS;ARGOS:48899;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900534;48901;ARGOS;ARGOS:48901;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;9990
4900534;48901;ARGOS;ARGOS:48901;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;9990
4900535;48902;ARGOS;ARGOS:48902;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900535;48902;ARGOS;ARGOS:48902;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900537;48904;ARGOS;ARGOS:48904;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900537;48904;ARGOS;ARGOS:48904;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;2442
4900538;48905;ARGOS;ARGOS:48905;FLOAT;PFLOAT;;;;;;;2004-11-01;3000-01-01;2442
4900538;48905;ARGOS;ARGOS:48905;FLOAT;PFLOAT;;;;;;;2004-11-01;3000-01-01;2442
4900539;48906;ARGOS;ARGOS:48906;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;9989
4900539;48906;ARGOS;ARGOS:48906;FLOAT;PFLOAT;;;;;;;2004-05-01;3000-01-01;9989
4900540;41387;ARGOS;ARGOS:41387;FLOAT;PFLOAT;;;;;UW;USA;2005-07-01;3000-01-01;12281
4900541;55808;ARGOS;ARGOS:55808;FLOAT;PFLOAT;;;;;UW;USA;2006-12-01;3000-01-01;12281
4900542;55806;ARGOS;ARGOS:55806;FLOAT;PFLOAT;;;;;UW;USA;2006-12-01;3000-01-01;12281
4900543;67216;ARGOS;ARGOS:67216;FLOAT;PFLOAT;;;;;UW;USA;2007-03-01;3000-01-01;12281
4900544;42785;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-04-01;3000-01-01;13281
4900545;42786;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-04-01;3000-01-01;13281
4900546;40703;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-04-01;3000-01-01;9989
4900547;42779;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-04-01;3000-01-01;13281
4900548;40704;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-04-01;3000-01-01;13281
4900549;40705;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-04-01;3000-01-01;13281
4900550;42778;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-04-01;3000-01-01;9989
4900551;40713;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-04-01;3000-01-01;13281
4900552;40706;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-04-01;3000-01-01;13281
4900553;42765;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-04-01;3000-01-01;9989
4900554;46181;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-06-01;3000-01-01;13281
4900555;25588;ARGOS;ARGOS:25588;FLOAT;PFLOAT;;;;;;;2004-09-01;3000-01-01;8165
4900556;19789;ARGOS;ARGOS:19789;FLOAT;PFLOAT;;;;;IEO;ESP;2005-03-01;3000-01-01;9986
4900557;19845;ARGOS;;FLOAT;PFLOAT;;;;;IEO;ESP;2004-09-01;3000-01-01;9986
4900558;19844;ARGOS;;FLOAT;PFLOAT;;;;;IEO;ESP;2004-09-01;3000-01-01;9986
4900559;46182;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-06-01;3000-01-01;13281
4900560;46187;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-06-01;3000-01-01;13281
4900561;42787;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-06-01;3000-01-01;13281
4900562;46183;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-06-01;3000-01-01;13281
4900563;46186;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-06-01;3000-01-01;13281
4900564;46199;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-07-01;3000-01-01;9989
4900565;33094;ARGOS;APEX_TS22;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-06-01;3000-01-01;15281
4900566;33438;ARGOS;APEX_TS22;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-06-01;3000-01-01;15281
4900567;46200;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-04-01;3000-01-01;13281
4900568;34242;ARGOS;APEX_TS22;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-07-01;3000-01-01;15281
4900569;23720;ARGOS;ARGOS:23720;FLOAT;PFLOAT;;;;;JAMSTEC (JAPAN MARINE SCIENCE & TECHNOLOGY CENTER);JPN;2004-09-01;3000-01-01;2147
4900570;23724;ARGOS;ARGOS:23724;FLOAT;PFLOAT;;;;;JAMSTEC (JAPAN MARINE SCIENCE & TECHNOLOGY CENTER);JPN;2004-09-01;3000-01-01;2147
4900571;23682;ARGOS;ARGOS:23682;FLOAT;PFLOAT;;;;;JAMSTEC (JAPAN MARINE SCIENCE & TECHNOLOGY CENTER);JPN;2005-04-01;3000-01-01;2147
4900572;46191;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-10-01;3000-01-01;13281
4900573;46184;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-07-01;3000-01-01;13281
4900574;33245;ARGOS;APEX_TS22;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-08-01;3000-01-01;15281
4900575;34159;ARGOS;APEX_TS22;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-08-01;3000-01-01;15281
4900576;46188;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-08-01;3000-01-01;9989
4900578;46218;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-09-01;3000-01-01;13281
4900579;46219;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-09-01;3000-01-01;9989
4900580;46220;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-09-01;3000-01-01;13281
4900581;46227;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-09-01;3000-01-01;9989
4900582;46196;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-09-01;3000-01-01;13281
4900583;40712;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-09-01;3000-01-01;9989
4900584;46204;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-09-01;3000-01-01;13281
4900585;35611;ARGOS;APEX_TS22;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2004-12-01;3000-01-01;15281
4900586;35618;ARGOS;APEX_TS22;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2005-01-01;3000-01-01;15281
4900587;35620;ARGOS;APEX_TS22;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2005-01-01;3000-01-01;15281
4900588;35988;ARGOS;APEX_TS22;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2005-01-01;3000-01-01;15281
4900589;52740;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-12-01;3000-01-01;13281
4900590;42777;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2004-12-01;3000-01-01;13281
4900591;46194;ARGOS;ARGOS:46194;FLOAT;PFLOAT;;;;;WHOI;USA;2004-01-01;3000-01-01;13281
4900592;46195;ARGOS;ARGOS:46195;FLOAT;PFLOAT;;;;;WHOI;USA;2004-01-01;3000-01-01;9989
4900593;52749;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-02-01;3000-01-01;13281
4900594;52750;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-02-01;3000-01-01;13281
4900595;52751;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-02-01;3000-01-01;13281
4900596;52757;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-02-01;3000-01-01;13281
4900597;54094;ARGOS;APEX_TS22;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2005-04-01;3000-01-01;15281
4900598;54095;ARGOS;APEX_TS22;FLOAT;PFLOAT;;;;;NOAA/PMEL;USA;2005-04-01;3000-01-01;9990
4900599;52746;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-03-01;3000-01-01;13281
4900600;52748;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-03-01;3000-01-01;13281
4900601;52754;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-04-01;3000-01-01;13281
4900602;52758;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-04-01;3000-01-01;13281
4900603;46197;ARGOS;ARGOS:46197;FLOAT;PFLOAT;;;;;WHOI;USA;2004-01-01;3000-01-01;13281
4900604;52783;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-05-01;3000-01-01;13281
4900605;52747;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-05-01;3000-01-01;13281
4900606;52784;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-05-01;3000-01-01;13281
4900607;42699;ARGOS;ARGOS:42699;FLOAT;PFLOAT;;;;;;;2004-09-01;3000-01-01;9986
4900608;29816;ARGOS;ARGOS:29816;FLOAT;PFLOAT;;;;;;;2004-09-01;3000-01-01;8165
4900609;29832;ARGOS;ARGOS:29832;FLOAT;PFLOAT;;;;;;;2004-09-01;3000-01-01;8165
4900610;29836;ARGOS;ARGOS:29836;FLOAT;PFLOAT;;;;;;;2004-09-01;3000-01-01;8165
4900611;29839;ARGOS;ARGOS:29839;FLOAT;PFLOAT;;;;;;;2004-09-01;3000-01-01;8165
4900612;52785;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-05-01;3000-01-01;13281
4900613;52786;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-05-01;3000-01-01;13281
4900614;52787;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-05-01;3000-01-01;13281
4900615;52797;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-07-01;3000-01-01;13281
4900616;52795;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-07-01;3000-01-01;13281
4900617;52796;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-07-01;3000-01-01;13281
4900618;52791;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-07-01;3000-01-01;13281
4900619;52788;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-07-01;3000-01-01;9989
4900620;52805;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-07-01;3000-01-01;13281
4900621;52801;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-07-01;3000-01-01;13281
4900622;52782;ARGOS;SOLO_TS16;FLOAT;PFLOAT;;;;;WHOI;USA;2005-07-01;3000-01-01;13281
