# STATION_ID | OWNER | TTYPE | HULL | NAME | PAYLOAD | LOCATION | TIMEZONE | FORECAST | NOTE
#
31260|HC|Buoy||||23.031 S 43.088 W (23&#176;1'52" S 43&#176;5'17" W)|| |This buoy was removed from its old location near 28.485S&nbsp; 47.522W and was re-deployed on 1/14/2010 near 23.031S&nbsp; 43.088W.
31261|IP|Buoy||||31.538 S 49.862 W (31&#176;32'17" S 49&#176;51'43" W)|| |
31478|IP|Buoy||||22.882 S 43.132 W (22&#176;52'55" S 43&#176;7'54" W)|| |
32012|WH|2.4-meter discus buoy|24DX2|Woods Hole Stratus Wave Station |WAMDAS payload|19.691 S 85.567 W (19&#176;41'28" S 85&#176;34'1" W)|C| |<p>For meteorological data at this station, see <a title="32ST0" href="http://www.ndbc.noaa.gov/station_page.php?station=32st0" shape="rect">32ST0</a>.</p>
32066|IR|2.6-meter discus buoy||Ecuador INOCAR|EBM22TS (MSM Tsunami Warning System, Compatible with NOAA payload)|1.130 S 81.769 W (1&#176;7'47" S 81&#176;46'7" W)|?| |
32301|N|3-meter discus buoy|||DACT payload|9.900 S 105.200 W (9&#176;54'0" S 105&#176;12'0" W)|C| |
32302|N|3-meter discus buoy|||DACT payload|18.000 S 85.100 W (18&#176;0'0" S 85&#176;5'59" W)|C| |
32401|E|2.6-meter discus buoy||260 NM West-Southwest of Arica Chile|DART II payload|19.297 S 74.746 W (19&#176;17'50" S 74&#176;44'44" W)|?| |<p>This station is operative as of 12/2/2011</p>
32411|N|2.6-meter discus buoy|2.6D46|710 NM West-Southwest of Panama City, Panama|DART II payload|4.999 N 90.841 W (4&#176;59'58" N 90&#176;50'27" W)|?| |Station 32411 has stopped transmitting water column height and event data since 5/12/12. It will be restored to service when it can be worked into the <a title="Daily Maintenance Schedule" href="http://www.ndbc.noaa.gov/ops.shtml">Maintenance Schedule </a>.
32412|N|2.6-meter discus buoy|2.6D47|630 NM Southwest of Lima, Peru|DART II payload|17.975 S 86.392 W (17&#176;58'30" S 86&#176;23'30" W)|| |
32413|N|2.6-meter discus buoy|2.6D77|1000 NM WestNorthwest of Lima, Peru|DART II payload|7.397 S 93.500 W (7&#176;23'48" S 93&#176;30'0" W)|| |<p>This station was established 8/23/2010&nbsp;which replaces 51406 in the DART array.</p>
32487|DC|Offshore Buoy||Buenaventura, Colombia||3.517 N 77.737 W (3&#176;31'0" N 77&#176;44'13" W)|E| |
32488|DC|Offshore Buoy||Bahia Solano, Colombia||6.258 N 77.511 W (6&#176;15'27" N 77&#176;30'40" W)|E| |
32745|N|Drifting Buoy||TAO Buoy Adrift||2.109 N 95.316 W (2&#176;6'33" N 95&#176;18'59" W)|?| |
32746|N|Buoy||TAO Buoy Adrift||5.000 S 110.000 W (5&#176;0'0" S 110&#176;0'0" W)|?| |Buoy was recovered on 11/14/2008.
32st0|WH|Ocean Reference Station||Stratus||19.713 S 85.585 W (19&#176;42'46" S 85&#176;35'7" W)|?| |For wave data at this station, see <a title="32012" href="http://www.ndbc.noaa.gov/station_page.php?station=32012">32012</a>.
41001|N|3-meter discus buoy|3DV10|150 NM East of Cape HATTERAS|ARES payload|34.561 N 72.631 W (34&#176;33'40" N 72&#176;37'50" W)|E|FZNT22.KWBC |
41002|N|3-meter discus buoy|3D70|S HATTERAS - 250 NM East of Charleston, SC|AMPS payload|31.862 N 74.835 W (31&#176;51'42" N 74&#176;50'6" W)|E|FZNT22.KWBC |<p><a title="maintenance report" href="http://www.ndbc.noaa.gov/ops.shtml"><br /></a><br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a></p>
41003|N|6-meter NOMAD buoy|||MVXII payload|30.400 N 80.100 W (30&#176;23'60" N 80&#176;5'60" W)|E| |(formerly eb05)
41004|N|3-meter discus buoy|3D37|EDISTO - 41 NM Southeast of Charleston, SC|AMPS payload|32.501 N 79.099 W (32&#176;30'2" N 79&#176;5'58" W)|E|FZUS52.KCHS FZNT22.KWBC|<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a>
41005|N|6-meter NOMAD buoy|||GSBP payload|31.700 N 79.700 W (31&#176;41'60" N 79&#176;42'0" W)|E| |
41006|N|6-meter NOMAD buoy|||GSBP payload|29.300 N 77.400 W (29&#176;18'0" N 77&#176;24'0" W)|E| |
41007|N|3-meter discus buoy|||DACT payload|34.200 N 76.500 W (34&#176;12'0" N 76&#176;30'0" W)|E| |
41008|N|3-meter discus buoy|3D36|GRAYS REEF - 40 NM Southeast of Savannah, GA|AMPS payload|31.402 N 80.869 W (31&#176;24'9" N 80&#176;52'9" W)|E|FZUS52.KCHS |<p>This buoy is located in <a href="http://www.graysreef.nos.noaa.gov/">Gray's Reef National Marine Sanctuary</a></p><p>The southern third of NOAA's 22-square mile Gray's Reef National Marine Sanctuary has be designated a research area specifically designed for conducting controlled scientific studies where human activities cannot affect the results. Fishing and diving will be prohibited in the lightly used, 8-square mile research area. Vessels are permitted to travel through it without stopping. For complete information, go the Gray's Reef website at <a title="Grays Reef" href="http://graysreef.noaa.gov/">graysreef.noaa.gov</a>&nbsp;&nbsp; <br /></p><p>LINK TO PMEL's pCO2 SITE for their data on this Station: <a title="pCO2 on 41008" href="http://www.pmel.noaa.gov/co2/coastal/NDBC_41008/data_081w_14d.htm">http://www.pmel.noaa.gov/co2/coastal/NDBC_41008/data_081w_14d.htm</a></p><p>NDBC ADCPs are now quality controlled using automated methods. Historical and forty-five day files beginning 1 June 2010 are available in a new format that contains more QC information.&nbsp; The forty-five day files in the old format will be resident until approximately 31 July 2010.&nbsp;</p>
41009|N|6-meter NOMAD buoy|6N23|CANAVERAL 20 NM East of Cape Canaveral, FL|ARES payload|28.519 N 80.166 W (28&#176;31'9" N 80&#176;9'59" W)|E|FZUS52.KMLB |Station 41009 went adrift on 06/25/2012 and the last report from its moored position was at 21Z. It has been retrieved as of 12Z, 6/29/12. This buoy will be restored to service when it can be worked into the schedule. When the service date is known, it will be posted in the&nbsp;&nbsp;<a title="maintenance report" style="color: rgb(255, 0, 0); font-family: arial, helvetica, sans-serif; " href="http://www.ndbc.noaa.gov/ops.shtml">maintenance report.</a>&nbsp;<br />Going to Oculina Bank? Please review <a href="/ndbcexit.php?url=http://www.safmc.net/ecosystem/EcosystemManagement/Management/ManagedAreas/tabid/75/Default.aspx&amp;blurb=South+Atlantic+Fishery+Management+Council">Oculina fishing regulations</a><br /><br />Right whales are active off FL. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the U.S. East Coast.&nbsp; It is illegal to approach right whales within 500 yards.&nbsp; To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike/">http://www.nmfs.noaa.gov/pr/shipstrike/</a>
41010|N|6-meter NOMAD buoy|6N26|CANAVERAL EAST 120NM East of Cape Canaveral|ARES payload|28.906 N 78.471 W (28&#176;54'22" N 78&#176;28'16" W)|E|FZNT23.KNHC |<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/" shape="rect">&nbsp;</a>
41011|N|6-meter NOMAD buoy|||DACT payload|28.200 N 80.100 W (28&#176;11'60" N 80&#176;5'60" W)|E| |
41012|N|3-meter discus buoy|3D72|St. Augustine, FL 40NM ENE of St Augustine, FL|AMPS payload|30.042 N 80.534 W (30&#176;2'32" N 80&#176;32'1" W)|E|FZUS52.KJAX |NDBC ADCPs are now quality controlled using automated methods. Historical and forty-five day files beginning 1 June 2010 are available in a new format that contains more QC information.&nbsp; The forty-five day files in the old format will be resident until approximately 31 July 2010.<br /><br />Right whales are active off FL. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the U.S. East Coast.&nbsp; It is illegal to approach right whales within 500 yards.&nbsp; To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike/">http://www.nmfs.noaa.gov/pr/shipstrike/</a>
41013|N|3-meter discus buoy|3D55|Frying Pan Shoals, NC Buoy|AMPS payload|33.436 N 77.743 W (33&#176;26'11" N 77&#176;44'35" W)|E|FZUS52.KILM FZUS52.KMHX|<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a>
41015|N|3-meter discus buoy|||DACT payload|35.400 N 75.300 W (35&#176;23'60" N 75&#176;17'60" W)|E| |
41016|N|12-meter discus buoy|||GSBP payload|24.600 N 76.500 W (24&#176;36'0" N 76&#176;30'0" W)|E| |
41017|N|3-meter discus buoy|||DACT payload|35.400 N 75.100 W (35&#176;23'60" N 75&#176;5'60" W)|E| |
41018|N|3-meter discus buoy|||DACT payload|15.000 N 75.000 W (15&#176;0'0" N 75&#176;0'0" W)|E| |
41021|N|3-meter discus buoy|48|Olympic Northeast|VEEP payload|31.920 N 80.850 W (31&#176;55'12" N 80&#176;50'60" W)|E| |
41022|N|3-meter discus buoy|52|Olympic Southwest|VEEP payload|31.890 N 80.860 W (31&#176;53'24" N 80&#176;51'36" W)|E| |
41023|N|3-meter discus buoy|52|Olympic Southwest|VEEP payload|31.920 N 80.930 W (31&#176;55'12" N 80&#176;55'48" W)|E| |
41024|A|Offshore Buoy||Sunset Nearshore (SUN 2)||33.848 N 78.489 W (33&#176;50'52" N 78&#176;29'21" W)|E|FZUS52.KILM |<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a>
41025|N|3-meter discus buoy|3D42|Diamond Shoals|ARES payload|35.006 N 75.402 W (35&#176;0'22" N 75&#176;24'7" W)|E|FZUS52.KMHX |This buoy is located in the <a href="http://www.monitor.noaa.gov/">Monitor National Marine Sanctuary</a>. <br /><br />
41026|PR|Atlas Buoy|PM-529|Forro||12.000 N 38.000 W (12&#176;0'0" N 38&#176;0'0" W)|| |
41027|A|Offshore Buoy||Sunset Mid-Shelf (SUN 3)||33.302 N 78.137 W (33&#176;18'7" N 78&#176;8'14" W)|E|FZUS52.KILM FZNT22.KWBC|<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a>
41029|A|Offshore Buoy||Capers Nearshore (CAP 2)||32.810 N 79.630 W (32&#176;48'36" N 79&#176;37'48" W)|E|FZUS52.KCHS |<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a>
41030|A|Offshore Buoy||Capers Mid-Shelf (CAP 3)||32.520 N 79.340 W (32&#176;31'12" N 79&#176;20'24" W)|E|FZUS52.KCHS |<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a>
41033|A|Offshore Buoy||Fripp Nearshore (FRP 2)||32.280 N 80.410 W (32&#176;16'48" N 80&#176;24'36" W)|E|FZUS52.KCHS |<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a>
41035|N|3-meter discus buoy|3D85|Onslow Bay Inner, NC|ARES payload|34.476 N 77.280 W (34&#176;28'34" N 77&#176;16'47" W)|E|FZUS52.KMHX |<p><br />The buoy at station 41035 has been recovered and dis-established as of 8/22/11. See station 41036 that is moored 23NM to the south and east for data in the Onslow Bay area.<br /></p><p><br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a></p>
41036|N|3-meter discus buoy|3D49|Onslow Bay Outer, NC|AMPS payload|34.207 N 76.949 W (34&#176;12'25" N 76&#176;56'56" W)|E|FZUS52.KMHX |<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a>
41037|CR|Offshore Buoy||ILM3 - 27 miles SE of Wrightsville Beach, NC||33.991 N 77.360 W (33&#176;59'26" N 77&#176;21'35" W)|E| |<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a>
41038|CR|Offshore Buoy||ILM2 - 5 miles SE of Wrightsville Beach, NC||34.141 N 77.715 W (34&#176;8'27" N 77&#176;42'53" W)|E| |<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a>
41040|N|6-meter NOMAD buoy|6N57|West Atlantic|ARES payload|14.477 N 53.008 W (14&#176;28'38" N 53&#176;0'28" W)|?|FZNT23.KNHC |
41041|N|6-meter NOMAD buoy|6N58|Middle Atlantic|ARES payload|14.175 N 45.998 W (14&#176;10'30" N 45&#176;59'53" W)|?|FZNT02.KNHC |
41043|N|3-meter discus buoy|3D29|South Western Atlantic|AMPS payload|21.061 N 64.966 W (21&#176;3'39" N 64&#176;57'59" W)|N|FZNT23.KNHC |
41044|N|6-meter NOMAD buoy|6N50|South Atlantic|ARES 4.4 payload|21.639 N 58.614 W (21&#176;38'20" N 58&#176;36'50" W)|N|FZNT02.KNHC |On 5/07/12, the buoy was re-deployed about 4 nm east-southeast of its previous location.<br />
41046|N|6-meter NOMAD buoy|6N59|E Bahamas|ARES 4.4 payload|23.838 N 68.333 W (23&#176;50'17" N 68&#176;19'59" W)|E|FZNT02.KNHC |The previous moored position for 41046 was 23*52'01"N, 70*52'12"W or 75 nm west of its present position.<br />
41047|N|3-meter discus buoy|3DV24|NE Bahamas|AMPS payload|27.517 N 71.483 W (27&#176;31'0" N 71&#176;29'0" W)|E|FZNT02.KNHC |<p class="MsoNormal">NOTICE: &nbsp;In addition to the 3 meter hull for station 41047, an &nbsp;old 12 meter hull is in standby mode for the station and is located at position &nbsp;27.469N,71.491W (27*28'10"N 71*29'28" W)</p>
41048|N|3-meter discus buoy|3D20|W Bermuda|AMPS payload|31.950 N 69.497 W (31&#176;57'0" N 69&#176;29'48" W)|E|FZNT01.KWBC |<p class="MsoNormal">NOTICE: &nbsp;In&nbsp; addition to the 3 meter hull for station 41048, an &nbsp;old 12 meter hull is in standby mode for the&nbsp; station and is located at position &nbsp;31.978N,69.649W (31*58'42"N 69*38'56" W)</p> <p><br /><a title="maintenance report" href="http://www.ndbc.noaa.gov/ops.shtml">&nbsp;</a></p>
41049|N|3-meter discus buoy|3D51|Atlantic (South)|ARES 4.4 payload|27.500 N 63.000 W (27&#176;30'0" N 63&#176;0'0" W)|?|FZNT02.KNHC |
41052|CI|2.5-meter ODAS buoy||South of St. John, Virgin Islands||18.251 N 64.763 W (18&#176;15'2" N 64&#176;45'45" W)|N| |<a href="http://www.caricoos.org/drupal/">http://www.caricoos.org/drupal/</a>
41053|CI|2.5-meter ODAS buoy||San Juan, PR||18.476 N 66.099 W (18&#176;28'33" N 66&#176;5'58" W)|N| |<a href="http://www.caricoos.org/drupal/">http://www.caricoos.org/drupal/</a>
41060|WH|2.4-meter discus buoy||Woods Hole Northwest Tropical Atlantic Wave Station||11.436 N 54.829 W (11&#176;26'10" N 54&#176;49'44" W)|?| |For meteorological data at this station, see <a title="41NT0" href="http://www.ndbc.noaa.gov/station_page.php?station=41nt0">41NT0</a>.
41096|F|Buoy||North of Guadeloupe||16.533 N 61.404 W (16&#176;31'59" N 61&#176;24'14" W)|?| |
41097|F|Buoy||Fort-de-France, Martinique||14.480 N 61.096 W (14&#176;28'48" N 61&#176;5'46" W)|?| |
41098|F|Buoy||North of Martinique||14.894 N 61.113 W (14&#176;53'38" N 61&#176;6'47" W)|?| |
41100|F|Buoy||East of Guadeloupe||15.900 N 57.883 W (15&#176;54'0" N 57&#176;53'0" W)|?| |
41101|F|Buoy||East of Martinique||14.600 N 56.201 W (14&#176;36'0" N 56&#176;12'2" W)|?| |
41109|R|Waverider Buoy||New River Inlet, NC - 190||34.483 N 77.300 W (34&#176;29'0" N 77&#176;18'0" W)|E| |
41110|CR|Waverider Buoy||Masonboro Inlet, NC||34.141 N 77.709 W (34&#176;8'28" N 77&#176;42'31" W)|E| |
41112|R|Waverider Buoy||Offshore Fernandina Beach, FL (132)||30.719 N 81.293 W (30&#176;43'7" N 81&#176;17'34" W)|E| |<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike">&nbsp;</a>
41113|R|Waverider Buoy||Cape Canaveral Nearshore, FL (143)||28.400 N 80.530 W (28&#176;23'59" N 80&#176;31'48" W)|E| |<br /><a href="http://www.nmfs.noaa.gov/pr/shipstrike/" shape="rect">&nbsp;</a>
41114|R|Waverider Buoy||Fort Pierce, FL (134)||27.551 N 80.225 W (27&#176;33'5" N 80&#176;13'31" W)|E| |Going to Oculina Bank? Please review <a href="/ndbcexit.php?url=http://www.safmc.net/ecosystem/EcosystemManagement/Management/ManagedAreas/tabid/75/Default.aspx&amp;blurb=South+Atlantic+Fishery+Management+Council" shape="rect">Oculina fishing regulations</a><a href="http://sero.nmfs.noaa.gov/pr/mm/rightwhales/rwconservation.htm" shape="rect">&nbsp;</a>
41115|CI|Waverider Buoy||Rincon, Puerto Rico (181)||18.376 N 67.280 W (18&#176;22'35" N 67&#176;16'48" W)|N| |Data provided by <a href="http://web01.ndbc.noaa.gov/ndbcexit.php?url=http://cdip.ucsd.edu/&amp;blurb=Scripps+Institution+of+Oceanography">Scripps Institution of Oceanography</a><br />CDIP station<br />
41139|PR|Atlas Buoy||||20.000 N 38.000 W (20&#176;0'0" N 38&#176;0'0" W)|| |
41140|R|Waverider Buoy||Christiansted, St. Croix, Virgin Islands||17.769 N 64.723 W (17&#176;46'7" N 64&#176;43'24" W)|N| |Station 41140 was disestablished November 2, 2010.&nbsp;Use the "Observations from Nearby Stations and Ships" below to see a listing of nearest stations.&nbsp; The historical data will remain available.&nbsp; The station page is accessible via our historical map, or you can always just put in the station ID in the Station ID Search Box.
41141|R|Waverider Buoy||Fareham, St. Croix, Virgin Islands||17.684 N 64.635 W (17&#176;41'2" N 64&#176;38'6" W)|N| |Station 41141 was disestablished April 13, 2011.&nbsp;Use the "Observations from Nearby Stations and Ships" below to see a listing of nearest stations.&nbsp; The historical data will remain available.&nbsp; The station page is accessible via our historical map, or you can always just put in the station ID in the Station ID Search Box.
41193|DC|Offshore Buoy||Puerto Bolivar, Colombia||12.351 N 72.218 W (12&#176;21'4" N 72&#176;13'4" W)|E| |
41194|DC|Offshore Buoy||Barranquilla, Colombia||11.161 N 74.681 W (11&#176;9'41" N 74&#176;40'51" W)|E| |
41420|N|2.6-meter discus buoy|2.6D71|690 NM East of Miami, FL|DART II payload|23.490 N 67.325 W (23&#176;29'25" N 67&#176;19'29" W)|?| |
41421|N|2.6-meter discus buoy|2.6D09|320 NM North of San Juan, PR|DART II payload|23.415 N 63.967 W (23&#176;24'55" N 63&#176;58'2" W)|?| |<p>Station 41421 was re established with a new hull 2.6D70 on 5/9/2012.&nbsp;Buoy hull 2.6D70 from DART station 42421 went adrift after 5/12/2012 01Z. Last report from its moored position was 5/11/2012 1315Z. The buoy was recovered on 8/4/2012, and will be restored into service when it can be recovered and then worked into the maintenance schedule.&nbsp;</p><p>Buoy hull 2.6D09&nbsp;went adrift at 1/17/2012. It has been renamed 41X21.&nbsp; &nbsp;Click <a title="here" href="http://www.ndbc.noaa.gov/nws_special/41x21.txt" shape="rect">here</a> to see the latest positions.<br /></p>
41424|N|2.6-meter discus buoy|2.6D15|370 NM East of Charleston, SC|DART II payload|32.922 N 72.466 W (32&#176;55'18" N 72&#176;27'57" W)|?| |<p>Hull 2.6D15 from the previous deployment&nbsp;went adrift 1/09/2012 has been renamed 41X24 and is still adrift. Click <a title="here" href="http://www.ndbc.noaa.gov/nws_special/41x24.txt" shape="rect">here</a> to see the latest positions.</p><br />
41554|AO|Drifting Buoy||||18.078 N 64.743 W (18&#176;4'42" N 64&#176;44'36" W)|?| |
41670|AO|Drifting Buoy||||24.710 N 28.420 W (24&#176;42'36" N 28&#176;25'12" W)|?| |
41852|AO|Drifting Buoy||||23.240 N 24.020 W (23&#176;14'24" N 24&#176;1'12" W)|?| |
41904|AO|Drifting Buoy||||3.017 N 90.900 E (3&#176;1'0" N 90&#176;54'0" E)|?| |
41933|AO|Drifting Buoy||||44.950 N 12.800 W (44&#176;57'0" N 12&#176;48'0" W)|?| |
41nt0|WH|Ocean Reference Station||NTAS - Northwest Tropical Atlantic||14.825 N 51.017 W (14&#176;49'30" N 51&#176;1'3" W)|?| |41NT0 has gone adrift.&nbsp; Data is no longer being posted to this webpage.<br />
42001|N|3-meter discus buoy|3DV14|MID GULF 180 nm South of Southwest Pass, LA|AMPS payload|25.888 N 89.658 W (25&#176;53'16" N 89&#176;39'27" W)|C|FZNT24.KNHC |<a title="maintenance report" href="http://www.ndbc.noaa.gov/ops.shtml"><br /></a>
